Date,Region,NewCases,NewDeaths,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
22/02/2021,Banten,113,0,-17,-8,-8,-45,-27,10
23/02/2021,Banten,251,1,-18,-8,-9,-45,-28,10
24/02/2021,Banten,41,0,-22,-15,-14,-46,-27,12
25/02/2021,Banten,263,0,-11,1,-1,-43,-27,10
26/02/2021,Banten,237,2,-9,7,-1,-43,-24,9
27/02/2021,Banten,35,1,-6,10,5,-37,-14,5
28/02/2021,Banten,46,0,-6,8,10,-36,-8,4
01/03/2021,Banten,21,1,-12,2,-2,-43,-26,9
02/03/2021,Banten,97,0,-10,5,-3,-42,-27,9
03/03/2021,Banten,72,0,-10,2,2,-42,-26,9
04/03/2021,Banten,11,0,-11,0,0,-42,-27,10
05/03/2021,Banten,515,0,-13,-1,-8,-42,-25,10
06/03/2021,Banten,13,13,-8,6,3,-35,-15,5
07/03/2021,Banten,12,1,-10,2,7,-37,-11,5
08/03/2021,Banten,591,0,-12,0,-1,-42,-26,9
09/03/2021,Banten,100,1,-14,-2,-1,-42,-27,10
10/03/2021,Banten,138,6,-10,1,4,-37,-26,8
11/03/2021,Banten,49,0,-1,6,27,-45,-61,17
12/03/2021,Banten,484,3,-11,1,6,-45,-27,10
13/03/2021,Banten,247,0,-12,0,9,-40,-17,6
14/03/2021,Banten,315,6,-12,-1,14,-35,-12,6
15/03/2021,Banten,290,30,-13,-1,6,-40,-25,9
16/03/2021,Banten,247,3,-13,-1,0,-41,-26,10
17/03/2021,Banten,861,14,-13,-3,2,-40,-24,10
18/03/2021,Banten,293,8,-11,-1,4,-40,-24,10
19/03/2021,Banten,324,3,-12,0,2,-40,-22,10
20/03/2021,Banten,233,11,-12,1,7,-35,-12,6
21/03/2021,Banten,211,1,-11,1,14,-35,-8,5
22/03/2021,Banten,440,3,-13,-3,5,-41,-23,9
23/03/2021,Banten,298,11,-13,-2,0,-40,-25,9
24/03/2021,Banten,258,0,-13,-4,1,-40,-24,10
25/03/2021,Banten,91,1,-9,4,4,-39,-24,9
26/03/2021,Banten,176,9,-9,6,3,-38,-22,9
27/03/2021,Banten,220,0,-12,1,2,-35,-12,5
28/03/2021,Banten,79,0,-9,5,12,-34,-7,4
29/03/2021,Banten,328,0,-10,3,5,-40,-23,8
30/03/2021,Banten,319,50,-11,2,-1,-37,-25,9
31/03/2021,Banten,950,0,-9,5,2,-36,-23,8
01/04/2021,Banten,905,15,1,19,17,-26,-23,6
02/04/2021,Banten,850,10,3,19,37,-38,-59,15
03/04/2021,Banten,910,15,-11,4,11,-34,-23,6
04/04/2021,Banten,3501,338,-5,11,26,-22,-9,2
05/04/2021,Banten,259,0,-7,8,8,-33,-23,7
06/04/2021,Banten,187,0,-6,10,8,-32,-24,7
07/04/2021,Banten,163,0,-7,5,8,-32,-24,8
08/04/2021,Banten,121,0,-2,10,23,-32,-23,7
09/04/2021,Banten,143,4,-2,10,18,-32,-20,8
10/04/2021,Banten,99,2,-3,11,20,-23,-11,3
11/04/2021,Banten,105,1,-1,16,31,-22,-7,2
12/04/2021,Banten,331,2,-5,13,12,-33,-26,7
13/04/2021,Banten,183,1,-27,-5,-22,-46,-33,16
14/04/2021,Banten,86,1,-26,-12,-23,-44,-27,14
15/04/2021,Banten,81,1,-20,-6,-18,-43,-25,13
16/04/2021,Banten,152,3,-14,2,-7,-42,-21,13
17/04/2021,Banten,102,9,-19,-4,-20,-44,-12,11
18/04/2021,Banten,50,0,-18,-3,-24,-43,-6,11
19/04/2021,Banten,75,1,-16,-5,-12,-42,-22,12
20/04/2021,Banten,109,1,-14,0,-12,-41,-24,12
21/04/2021,Banten,70,2,-12,0,-6,-40,-23,12
22/04/2021,Banten,102,1,-12,0,-9,-41,-22,12
23/04/2021,Banten,173,2,-10,3,-7,-41,-19,12
24/04/2021,Banten,58,0,-12,2,-14,-40,-9,9
25/04/2021,Banten,80,2,-11,2,-19,-40,-3,9
26/04/2021,Banten,220,1,-10,2,-6,-40,-21,11
27/04/2021,Banten,227,0,-10,4,-9,-40,-23,11
28/04/2021,Banten,60,0,-10,1,-9,-38,-23,12
29/04/2021,Banten,110,0,-1,14,-1,-36,-21,10
30/04/2021,Banten,72,10,2,23,1,-31,-18,9
01/05/2021,Banten,53,0,4,23,0,-26,-34,9
02/05/2021,Banten,55,2,4,21,-12,-27,-3,6
03/05/2021,Banten,126,0,3,20,4,-32,-22,8
04/05/2021,Banten,112,4,3,22,4,-29,-24,9
05/05/2021,Banten,73,3,2,19,3,-28,-24,9
06/05/2021,Banten,65,1,2,18,-4,-47,-25,10
07/05/2021,Banten,68,0,6,25,-3,-50,-22,10
08/05/2021,Banten,81,4,2,20,-10,-48,-14,8
09/05/2021,Banten,61,0,6,23,-16,-49,-3,7
10/05/2021,Banten,92,4,12,31,7,-49,-35,10
11/05/2021,Banten,82,1,16,43,14,-45,-41,11
12/05/2021,Banten,56,0,14,48,29,-53,-66,17
13/05/2021,Banten,34,0,-1,10,40,-59,-75,9
14/05/2021,Banten,39,0,6,22,79,-57,-75,15
15/05/2021,Banten,22,0,-1,16,89,-50,-51,7
16/05/2021,Banten,66,2,1,16,44,-47,-19,4
17/05/2021,Banten,53,2,3,16,28,-50,-37,11
18/05/2021,Banten,29,2,2,17,23,-31,-34,10
19/05/2021,Banten,53,1,1,14,23,-34,-29,9
20/05/2021,Banten,87,1,0,14,15,-37,-25,10
21/05/2021,Banten,62,2,-5,8,1,-39,-21,11
22/05/2021,Banten,66,4,-6,9,9,-34,-11,8
23/05/2021,Banten,36,2,0,14,20,-30,-3,6
24/05/2021,Banten,49,1,-4,7,5,-37,-20,9
25/05/2021,Banten,89,2,3,19,11,-31,-21,8
26/05/2021,Banten,44,0,14,22,48,-35,-59,17
27/05/2021,Banten,156,2,3,15,9,-33,-19,9
28/05/2021,Banten,53,2,4,20,6,-33,-17,9
29/05/2021,Banten,72,3,-8,7,-2,-29,-9,7
30/05/2021,Banten,46,0,7,23,25,-27,-1,4
31/05/2021,Banten,153,2,8,22,19,-33,-22,8
01/06/2021,Banten,119,1,19,32,57,-33,-62,16
02/06/2021,Banten,69,0,4,19,13,-29,-19,9
03/06/2021,Banten,100,3,8,22,15,-31,-18,9
04/06/2021,Banten,142,3,2,17,5,-32,-16,10
05/06/2021,Banten,89,2,7,24,25,-24,-7,5
06/06/2021,Banten,47,0,7,23,37,-23,-3,5
07/06/2021,Banten,100,0,6,19,15,-32,-18,8
08/06/2021,Banten,142,4,6,20,12,-32,-19,9
09/06/2021,Banten,103,1,6,17,16,-32,-19,9
10/06/2021,Banten,188,4,8,21,16,-32,-18,9
11/06/2021,Banten,214,2,5,19,10,-32,-15,10
12/06/2021,Banten,214,3,3,17,17,-28,-6,6
13/06/2021,Banten,198,4,3,16,29,-27,-2,6
14/06/2021,Banten,255,3,3,15,15,-33,-19,9
15/06/2021,Banten,141,1,1,15,9,-34,-20,10
16/06/2021,Banten,157,3,1,12,7,-34,-21,10
17/06/2021,Banten,168,6,2,13,6,-34,-20,10
18/06/2021,Banten,249,1,-1,13,1,-36,-18,11
19/06/2021,Banten,278,7,-4,13,3,-35,-8,8
20/06/2021,Banten,228,4,-11,2,-2,-36,-6,10
21/06/2021,Banten,333,6,-5,9,-3,-40,-25,12
22/06/2021,Banten,462,5,-2,14,4,-40,-26,12
23/06/2021,Banten,275,9,-8,5,-4,-41,-27,14
24/06/2021,Banten,599,4,-3,13,-1,-42,-27,14
25/06/2021,Banten,313,5,-3,19,-1,-44,-25,15
26/06/2021,Banten,266,4,-9,12,-9,-42,-12,12
27/06/2021,Banten,698,19,-12,8,-9,-44,-8,12
28/06/2021,Banten,494,7,-4,16,-2,-46,-30,15
29/06/2021,Banten,521,9,-6,16,-7,-47,-32,15
30/06/2021,Banten,486,17,-6,19,-6,-47,-33,15
01/07/2021,Banten,300,2,-2,25,-6,-47,-32,16
02/07/2021,Banten,302,5,-2,26,-3,-46,-29,17
03/07/2021,Banten,715,7,-18,13,-17,-53,-20,15
04/07/2021,Banten,621,17,-21,9,-22,-55,-16,15
05/07/2021,Banten,541,3,-12,15,-9,-56,-36,19
06/07/2021,Banten,457,6,-13,17,-11,-57,-38,19
07/07/2021,Banten,612,13,-13,13,-8,-57,-38,20
08/07/2021,Banten,503,5,-12,13,-10,-57,-37,20
09/07/2021,Banten,514,4,-16,11,-13,-59,-35,21
10/07/2021,Banten,569,8,-23,5,-25,-58,-21,16
11/07/2021,Banten,679,9,-27,-1,-31,-60,-17,16
12/07/2021,Banten,2639,8,-15,8,-11,-62,-37,19
13/07/2021,Banten,4016,2,-17,7,-14,-61,-38,20
14/07/2021,Banten,3889,21,-15,6,-13,-61,-37,20
15/07/2021,Banten,3994,10,-13,9,-13,-61,-36,19
16/07/2021,Banten,3680,19,-16,7,-15,-61,-34,21
17/07/2021,Banten,3424,12,-22,4,-24,-60,-18,16
18/07/2021,Banten,3139,9,-23,3,-29,-62,-9,15
19/07/2021,Banten,2166,5,-9,15,-3,-61,-42,18
20/07/2021,Banten,2865,10,-26,-8,-12,-72,-76,27
21/07/2021,Banten,1903,29,-15,5,-9,-60,-36,17
22/07/2021,Banten,3333,20,-13,7,-9,-60,-33,18
23/07/2021,Banten,2626,25,-17,5,-18,-61,-31,19
24/07/2021,Banten,2328,15,-20,4,-23,-60,-16,14
25/07/2021,Banten,1619,15,-17,5,-20,-60,-10,13
26/07/2021,Banten,883,10,-10,8,-6,-58,-30,16
27/07/2021,Banten,1610,35,-10,10,-5,-58,-31,16
28/07/2021,Banten,1642,40,-8,10,-3,-56,-31,16
29/07/2021,Banten,1464,28,-7,12,-4,-57,-29,16
30/07/2021,Banten,1209,56,-7,16,-4,-58,-26,17
31/07/2021,Banten,1366,81,-12,13,-14,-55,-12,12
01/08/2021,Banten,1325,72,-10,15,-12,-56,-10,11
02/08/2021,Banten,1060,90,-5,16,0,-56,-28,14
03/08/2021,Banten,1368,85,-4,16,-3,-54,-29,14
04/08/2021,Banten,976,80,-5,13,-1,-54,-28,14
05/08/2021,Banten,964,17,-6,13,-8,-54,-27,15
06/08/2021,Banten,1003,16,-3,18,-3,-54,-24,15
07/08/2021,Banten,810,14,-7,15,-6,-51,-12,10
08/08/2021,Banten,450,25,-7,13,-5,-53,-8,9
09/08/2021,Banten,337,31,-5,10,-4,-54,-27,14
10/08/2021,Banten,842,15,-5,12,-2,-53,-32,15
11/08/2021,Banten,675,29,3,17,18,-58,-58,21
12/08/2021,Banten,395,24,-2,13,0,-52,-24,13
13/08/2021,Banten,713,17,-4,12,-1,-52,-22,14
14/08/2021,Banten,605,17,-8,10,-5,-50,-8,10
15/08/2021,Banten,406,25,-9,9,1,-53,-3,10
16/08/2021,Banten,208,20,0,13,10,-53,-28,12
17/08/2021,Banten,402,13,-2,10,29,-61,-69,22
18/08/2021,Banten,210,15,-6,7,0,-51,-23,13
19/08/2021,Banten,395,17,-3,9,-1,-51,-22,13
20/08/2021,Banten,449,4,-4,9,-3,-51,-20,14
21/08/2021,Banten,374,6,-7,7,-7,-49,-6,10
22/08/2021,Banten,214,2,-5,9,6,-50,-2,9
23/08/2021,Banten,124,10,-3,7,1,-52,-22,12
24/08/2021,Banten,360,9,-5,6,-3,-50,-23,13
25/08/2021,Banten,355,8,1,14,6,-48,-22,12
26/08/2021,Banten,239,7,4,15,1,-48,-21,12
27/08/2021,Banten,266,6,2,17,0,-49,-19,12
28/08/2021,Banten,216,5,1,17,1,-45,-5,8
29/08/2021,Banten,177,3,0,14,8,-46,-2,8
30/08/2021,Banten,101,7,2,14,0,-49,-21,11
31/08/2021,Banten,265,4,2,20,-5,-47,-22,11
01/09/2021,Banten,178,4,7,24,3,-44,-21,10
02/09/2021,Banten,172,3,10,25,4,-45,-20,10
03/09/2021,Banten,137,3,7,23,1,-45,-18,11
04/09/2021,Banten,154,1,6,22,9,-40,-6,6
05/09/2021,Banten,108,1,8,23,21,-41,-3,6
06/09/2021,Banten,104,3,4,16,-3,-46,-21,10
07/09/2021,Banten,87,1,3,16,-7,-45,-21,11
08/09/2021,Banten,109,4,2,10,-4,-42,-20,11
09/09/2021,Banten,134,3,9,21,2,-42,-19,10
10/09/2021,Banten,78,1,8,20,2,-41,-16,10
11/09/2021,Banten,85,2,6,18,9,-36,-4,7
12/09/2021,Banten,54,3,7,18,20,-37,-1,6
13/09/2021,Banten,61,0,4,13,-2,-42,-20,10
14/09/2021,Banten,100,1,-3,7,-14,-43,-24,13
15/09/2021,Banten,54,0,6,16,3,-38,-20,10
16/09/2021,Banten,41,6,8,17,3,-40,-19,10
17/09/2021,Banten,53,3,7,18,3,-40,-17,10
18/09/2021,Banten,81,1,5,17,12,-38,-5,6
19/09/2021,Banten,69,0,1,13,13,-40,-3,7
20/09/2021,Banten,33,2,4,15,1,-42,-19,10
21/09/2021,Banten,84,3,2,12,-2,-41,-19,10
21/03/2020,Bali,0,0,-24,-9,-46,-41,-18,10
22/03/2020,Bali,0,1,-32,-13,-50,-49,-15,11
23/03/2020,Bali,3,0,-28,-4,-44,-43,-34,13
24/03/2020,Bali,0,0,-44,-10,-48,-49,-57,15
25/03/2020,Bali,3,0,-89,-92,-78,-95,-89,37
26/03/2020,Bali,0,0,-80,-83,-63,-75,-80,30
27/03/2020,Bali,0,0,-43,-23,-57,-61,-44,14
28/03/2020,Bali,0,0,-42,-24,-61,-62,-35,15
29/03/2020,Bali,1,0,-46,-30,-62,-63,-29,16
30/03/2020,Bali,9,0,-38,-25,-51,-58,-38,16
31/03/2020,Bali,0,0,-38,-26,-53,-58,-37,16
01/04/2020,Bali,6,0,-39,-25,-53,-62,-40,18
02/04/2020,Bali,0,0,-40,-27,-54,-64,-41,18
03/04/2020,Bali,2,0,-41,-29,-57,-69,-40,19
04/04/2020,Bali,5,0,-44,-32,-64,-69,-39,17
05/04/2020,Bali,3,0,-47,-33,-63,-71,-35,17
06/04/2020,Bali,7,0,-41,-28,-55,-67,-42,18
07/04/2020,Bali,0,0,-42,-32,-54,-67,-44,17
08/04/2020,Bali,6,0,-42,-30,-55,-67,-43,18
09/04/2020,Bali,14,0,-41,-31,-54,-67,-42,17
10/04/2020,Bali,12,0,-47,-37,-57,-73,-57,22
11/04/2020,Bali,4,0,-46,-35,-65,-73,-40,18
12/04/2020,Bali,2,0,-50,-38,-67,-75,-34,18
13/04/2020,Bali,5,0,-42,-31,-56,-71,-41,19
14/04/2020,Bali,6,0,-44,-36,-57,-70,-43,19
15/04/2020,Bali,6,0,-44,-33,-58,-69,-42,20
16/04/2020,Bali,15,0,-45,-35,-58,-70,-42,20
17/04/2020,Bali,11,0,-46,-36,-61,-74,-41,20
18/04/2020,Bali,7,1,-49,-38,-67,-74,-38,18
19/04/2020,Bali,4,0,-52,-41,-69,-75,-34,18
20/04/2020,Bali,5,0,-44,-34,-57,-70,-41,18
21/04/2020,Bali,10,0,-44,-36,-58,-69,-42,18
22/04/2020,Bali,2,1,-47,-38,-59,-69,-43,19
23/04/2020,Bali,15,0,-46,-36,-58,-65,-42,19
24/04/2020,Bali,10,0,-49,-39,-63,-72,-42,22
25/04/2020,Bali,6,0,-50,-39,-68,-76,-39,19
26/04/2020,Bali,3,0,-53,-41,-69,-80,-34,19
27/04/2020,Bali,8,0,-46,-36,-60,-76,-41,20
28/04/2020,Bali,21,0,-46,-36,-60,-75,-42,19
29/04/2020,Bali,0,0,-47,-36,-60,-76,-42,18
30/04/2020,Bali,7,0,-46,-34,-61,-76,-40,19
01/05/2020,Bali,13,0,-50,-38,-64,-82,-56,24
02/05/2020,Bali,2,0,-48,-36,-68,-81,-39,18
03/05/2020,Bali,25,0,-52,-39,-71,-82,-33,18
04/05/2020,Bali,9,0,-45,-32,-61,-78,-40,19
05/05/2020,Bali,6,0,-45,-34,-61,-76,-42,19
06/05/2020,Bali,0,0,-44,-31,-61,-77,-41,20
07/05/2020,Bali,10,0,-48,-38,-60,-80,-56,23
08/05/2020,Bali,13,0,-47,-35,-64,-81,-40,20
09/05/2020,Bali,6,0,-48,-36,-68,-80,-37,18
10/05/2020,Bali,5,0,-50,-38,-68,-82,-31,18
11/05/2020,Bali,3,0,-43,-32,-60,-78,-39,20
12/05/2020,Bali,14,0,-43,-33,-61,-77,-40,20
13/05/2020,Bali,4,0,-44,-32,-60,-77,-40,20
14/05/2020,Bali,5,0,-44,-33,-61,-76,-39,19
15/05/2020,Bali,6,0,-48,-36,-65,-80,-38,20
16/05/2020,Bali,3,0,-48,-36,-69,-80,-36,19
17/05/2020,Bali,2,0,-51,-38,-70,-82,-31,19
18/05/2020,Bali,11,0,-45,-33,-63,-77,-40,20
19/05/2020,Bali,4,0,-46,-36,-63,-75,-41,19
20/05/2020,Bali,8,0,-45,-32,-64,-76,-41,20
21/05/2020,Bali,3,0,-51,-41,-66,-79,-57,25
22/05/2020,Bali,6,0,-42,-28,-62,-79,-41,20
23/05/2020,Bali,8,0,-45,-30,-67,-81,-40,18
24/05/2020,Bali,6,0,-51,-40,-66,-84,-37,16
25/05/2020,Bali,2,0,-47,-38,-54,-82,-62,23
26/05/2020,Bali,11,0,-44,-34,-59,-79,-42,19
27/05/2020,Bali,8,0,-44,-33,-61,-79,-40,20
28/05/2020,Bali,5,0,-49,-40,-65,-80,-40,21
29/05/2020,Bali,23,0,-45,-34,-64,-81,-37,20
30/05/2020,Bali,12,0,-44,-33,-67,-80,-33,16
31/05/2020,Bali,10,0,-46,-34,-64,-82,-27,15
01/06/2020,Bali,17,1,-42,-33,-54,-78,-54,21
02/06/2020,Bali,5,0,-39,-29,-57,-75,-36,17
03/06/2020,Bali,3,0,-40,-28,-56,-73,-37,18
04/06/2020,Bali,20,0,-41,-30,-58,-73,-37,18
05/06/2020,Bali,14,0,-45,-34,-62,-78,-36,19
06/06/2020,Bali,33,0,-42,-32,-64,-77,-34,16
07/06/2020,Bali,25,0,-44,-33,-60,-79,-28,15
08/06/2020,Bali,12,0,-39,-29,-54,-75,-35,17
09/06/2020,Bali,14,0,-40,-31,-53,-74,-36,17
10/06/2020,Bali,32,0,-38,-29,-53,-73,-35,18
11/06/2020,Bali,19,0,-39,-31,-54,-74,-35,18
12/06/2020,Bali,36,0,-40,-31,-56,-77,-34,18
13/06/2020,Bali,28,1,-42,-34,-61,-77,-32,16
14/06/2020,Bali,18,0,-43,-33,-56,-78,-27,15
15/06/2020,Bali,19,0,-37,-28,-53,-74,-35,16
16/06/2020,Bali,22,0,-37,-29,-51,-71,-36,16
17/06/2020,Bali,47,0,-41,-32,-54,-73,-38,17
18/06/2020,Bali,66,0,-40,-33,-52,-74,-36,16
19/06/2020,Bali,81,0,-41,-33,-57,-77,-35,18
20/06/2020,Bali,37,1,-41,-32,-59,-78,-33,15
21/06/2020,Bali,37,2,-44,-35,-57,-79,-29,15
22/06/2020,Bali,30,0,-37,-29,-49,-74,-37,16
23/06/2020,Bali,36,0,-38,-32,-51,-73,-38,16
24/06/2020,Bali,42,0,-38,-31,-50,-73,-37,16
25/06/2020,Bali,56,2,-39,-32,-50,-74,-37,16
26/06/2020,Bali,49,0,-40,-32,-53,-77,-35,17
27/06/2020,Bali,106,0,-39,-32,-56,-76,-33,15
28/06/2020,Bali,45,2,-43,-34,-53,-78,-28,15
29/06/2020,Bali,30,0,-37,-29,-49,-75,-35,16
30/06/2020,Bali,49,1,-36,-29,-50,-72,-36,16
01/07/2020,Bali,34,1,-34,-26,-50,-70,-36,16
02/07/2020,Bali,113,1,-35,-26,-50,-72,-35,16
03/07/2020,Bali,66,0,-36,-26,-53,-74,-35,16
04/07/2020,Bali,91,2,-39,-32,-56,-75,-37,15
05/07/2020,Bali,52,2,-41,-32,-47,-76,-29,13
06/07/2020,Bali,51,3,-35,-27,-50,-72,-37,16
07/07/2020,Bali,40,2,-34,-27,-48,-71,-38,15
08/07/2020,Bali,31,0,-39,-33,-47,-71,-48,18
09/07/2020,Bali,53,1,-36,-29,-44,-71,-36,15
10/07/2020,Bali,86,0,-36,-29,-47,-73,-34,16
11/07/2020,Bali,37,1,-36,-30,-48,-73,-33,14
12/07/2020,Bali,48,0,-37,-30,-37,-73,-29,13
13/07/2020,Bali,62,0,-35,-28,-46,-70,-35,16
14/07/2020,Bali,101,0,-34,-30,-45,-69,-36,15
15/07/2020,Bali,63,2,-34,-27,-45,-69,-35,16
16/07/2020,Bali,112,3,-34,-28,-45,-69,-34,15
17/07/2020,Bali,86,3,-35,-27,-49,-73,-34,16
18/07/2020,Bali,71,1,-42,-36,-54,-73,-35,15
19/07/2020,Bali,55,4,-40,-33,-43,-73,-30,13
20/07/2020,Bali,36,4,-34,-27,-44,-70,-35,15
21/07/2020,Bali,75,2,-37,-32,-48,-70,-38,16
22/07/2020,Bali,78,0,-35,-29,-44,-68,-35,16
23/07/2020,Bali,62,2,-36,-31,-45,-68,-34,16
24/07/2020,Bali,62,0,-36,-29,-46,-71,-34,16
25/07/2020,Bali,56,0,-34,-27,-43,-69,-33,13
26/07/2020,Bali,43,0,-37,-29,-33,-69,-29,13
27/07/2020,Bali,62,0,-34,-26,-43,-69,-37,15
28/07/2020,Bali,30,0,-35,-30,-45,-67,-36,16
29/07/2020,Bali,61,0,-33,-26,-44,-64,-35,16
30/07/2020,Bali,50,0,-33,-25,-43,-64,-35,15
31/07/2020,Bali,47,0,-37,-30,-25,-71,-57,19
01/08/2020,Bali,41,0,-34,-27,-42,-69,-36,13
02/08/2020,Bali,40,0,-35,-26,-34,-66,-30,11
03/08/2020,Bali,41,0,-33,-26,-41,-64,-37,15
04/08/2020,Bali,49,0,-32,-26,-42,-64,-36,15
05/08/2020,Bali,39,0,-33,-26,-46,-63,-36,16
06/08/2020,Bali,27,0,-33,-27,-40,-65,-35,14
07/08/2020,Bali,38,1,-34,-28,-45,-68,-33,15
08/08/2020,Bali,38,0,-32,-26,-39,-66,-33,11
09/08/2020,Bali,59,0,-34,-27,-28,-66,-29,11
10/08/2020,Bali,38,0,-31,-25,-41,-64,-35,14
11/08/2020,Bali,45,0,-32,-27,-40,-64,-36,14
12/08/2020,Bali,30,0,-33,-27,-43,-63,-35,15
13/08/2020,Bali,35,0,-33,-28,-42,-64,-34,14
14/08/2020,Bali,53,0,-32,-27,-43,-64,-34,14
15/08/2020,Bali,44,0,-30,-24,-38,-61,-32,11
16/08/2020,Bali,41,1,-32,-25,-22,-64,-28,10
17/08/2020,Bali,45,0,-33,-29,3,-61,-58,17
18/08/2020,Bali,48,1,-32,-27,-38,-63,-34,13
19/08/2020,Bali,62,0,-31,-23,-38,-61,-34,14
20/08/2020,Bali,72,0,-33,-28,-18,-58,-54,17
21/08/2020,Bali,76,0,-34,-27,-33,-66,-43,16
22/08/2020,Bali,78,1,-35,-30,-38,-64,-33,12
23/08/2020,Bali,67,0,-36,-30,-25,-60,-28,11
24/08/2020,Bali,63,0,-33,-26,-38,-60,-34,14
25/08/2020,Bali,74,2,-32,-26,-39,-62,-35,14
26/08/2020,Bali,76,2,-32,-25,-41,-61,-34,14
27/08/2020,Bali,82,2,-33,-27,-38,-63,-33,14
28/08/2020,Bali,93,2,-33,-25,-42,-66,-32,14
29/08/2020,Bali,88,2,-31,-24,-38,-64,-31,11
30/08/2020,Bali,89,3,-33,-25,-28,-65,-27,10
31/08/2020,Bali,129,3,-31,-21,-39,-63,-33,14
01/09/2020,Bali,160,2,-31,-23,-41,-62,-36,13
02/09/2020,Bali,169,5,-33,-24,-38,-62,-37,13
03/09/2020,Bali,174,4,-31,-24,-39,-63,-35,13
04/09/2020,Bali,196,9,-31,-23,-40,-65,-34,14
05/09/2020,Bali,165,10,-29,-22,-38,-63,-32,11
06/09/2020,Bali,141,7,-31,-23,-28,-64,-29,11
07/09/2020,Bali,173,11,-29,-20,-36,-62,-36,13
08/09/2020,Bali,164,12,-29,-21,-37,-60,-36,13
09/09/2020,Bali,174,14,-29,-19,-39,-60,-34,14
10/09/2020,Bali,111,9,-31,-23,-38,-62,-36,13
11/09/2020,Bali,144,10,-32,-24,-41,-65,-35,13
12/09/2020,Bali,135,7,-29,-20,-42,-61,-32,10
13/09/2020,Bali,113,6,-32,-20,-40,-64,-28,11
14/09/2020,Bali,86,5,-30,-16,-39,-63,-39,13
15/09/2020,Bali,68,5,-40,-29,-37,-65,-57,17
16/09/2020,Bali,49,4,-39,-34,-3,-65,-66,14
17/09/2020,Bali,63,6,-38,-33,4,-65,-59,13
18/09/2020,Bali,51,5,-35,-27,-34,-68,-38,14
19/09/2020,Bali,85,7,-35,-27,-41,-65,-34,14
20/09/2020,Bali,121,10,-38,-30,-35,-66,-28,14
21/09/2020,Bali,139,6,-35,-26,-43,-65,-37,16
22/09/2020,Bali,108,7,-37,-28,-44,-64,-39,16
23/09/2020,Bali,130,7,-36,-23,-40,-63,-37,16
24/09/2020,Bali,119,5,-37,-24,-41,-65,-37,16
25/09/2020,Bali,144,4,-43,-29,-46,-70,-48,20
26/09/2020,Bali,63,2,-45,-40,-28,-67,-52,14
27/09/2020,Bali,80,7,-40,-30,-10,-66,-35,11
28/09/2020,Bali,107,9,-37,-25,-37,-64,-36,16
29/09/2020,Bali,106,8,-38,-26,-40,-63,-37,16
30/09/2020,Bali,133,4,-36,-22,-39,-62,-37,14
01/10/2020,Bali,141,3,-38,-25,-34,-64,-38,11
02/10/2020,Bali,130,6,-36,-23,-40,-67,-36,12
03/10/2020,Bali,105,3,-34,-21,-38,-63,-35,9
04/10/2020,Bali,111,4,-41,-27,-39,-67,-35,11
05/10/2020,Bali,83,4,-35,-21,-40,-64,-38,11
06/10/2020,Bali,99,6,-37,-25,-38,-63,-39,11
07/10/2020,Bali,105,5,-35,-23,-36,-61,-37,12
08/10/2020,Bali,107,7,-36,-26,-35,-63,-36,14
09/10/2020,Bali,138,4,-37,-26,-39,-67,-34,16
10/10/2020,Bali,131,3,-41,-31,-49,-66,-37,16
11/10/2020,Bali,107,1,-39,-28,-31,-67,-30,13
12/10/2020,Bali,93,3,-37,-25,-38,-64,-36,16
13/10/2020,Bali,76,8,-36,-25,-34,-62,-37,15
14/10/2020,Bali,109,7,-34,-23,-34,-61,-35,16
15/10/2020,Bali,100,1,-35,-24,-35,-63,-34,15
16/10/2020,Bali,92,1,-36,-24,-38,-67,-33,16
17/10/2020,Bali,92,2,-34,-22,-35,-63,-32,13
18/10/2020,Bali,74,3,-37,-25,-28,-66,-30,13
19/10/2020,Bali,109,3,-35,-22,-36,-64,-35,16
20/10/2020,Bali,75,2,-35,-24,-35,-61,-36,15
21/10/2020,Bali,87,2,-37,-26,-39,-62,-36,15
22/10/2020,Bali,83,2,-36,-25,-36,-63,-36,12
23/10/2020,Bali,78,6,-36,-25,-40,-65,-35,12
24/10/2020,Bali,76,10,-34,-22,-38,-61,-33,9
25/10/2020,Bali,109,1,-37,-24,-29,-63,-31,9
26/10/2020,Bali,67,2,-34,-22,-34,-59,-37,11
27/10/2020,Bali,65,4,-33,-21,-36,-54,-37,10
28/10/2020,Bali,68,2,-29,-16,-23,-46,-45,11
29/10/2020,Bali,59,2,-34,-24,-14,-53,-56,14
30/10/2020,Bali,65,3,-33,-21,-25,-62,-45,12
31/10/2020,Bali,52,2,-37,-27,-36,-56,-37,8
01/11/2020,Bali,57,2,-35,-24,-23,-51,-31,7
02/11/2020,Bali,25,2,-34,-20,-40,-55,-36,11
03/11/2020,Bali,60,1,-32,-21,-34,-56,-37,10
04/11/2020,Bali,73,1,-34,-23,-39,-57,-37,11
05/11/2020,Bali,60,3,-33,-22,-32,-57,-36,10
06/11/2020,Bali,74,3,-34,-24,-32,-62,-37,10
07/11/2020,Bali,68,0,-32,-23,-31,-58,-33,8
08/11/2020,Bali,44,0,-35,-25,-18,-61,-31,9
09/11/2020,Bali,68,1,-34,-22,-35,-59,-35,11
