Date,Region,NewCases,NewDeaths,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
19/09/2020,Jakarta,988,10,-41,-16,-65,-47,-21,13
20/09/2020,Jakarta,1138,14,-53,-30,-76,-55,-21,15
21/09/2020,Jakarta,1352,29,-40,-22,-66,-52,-37,18
22/09/2020,Jakarta,1236,30,-43,-21,-68,-53,-39,19
23/09/2020,Jakarta,1133,28,-43,-19,-65,-51,-37,19
24/09/2020,Jakarta,1044,20,-44,-19,-64,-52,-37,18
25/09/2020,Jakarta,1171,13,-40,-11,-59,-50,-36,19
26/09/2020,Jakarta,1322,12,-43,-11,-65,-44,-21,13
27/09/2020,Jakarta,1217,13,-49,-19,-71,-47,-18,13
28/09/2020,Jakarta,898,9,-40,-13,-64,-50,-36,18
29/09/2020,Jakarta,1238,21,-42,-14,-63,-49,-37,18
30/09/2020,Jakarta,1159,13,-39,-8,-61,-47,-36,16
01/10/2020,Jakarta,1253,6,-40,-6,-58,-47,-36,15
02/10/2020,Jakarta,1198,3,-38,-7,-53,-46,-35,16
03/10/2020,Jakarta,1265,4,-41,-7,-60,-40,-23,11
04/10/2020,Jakarta,1398,13,-45,-14,-66,-41,-19,10
05/10/2020,Jakarta,1022,16,-38,-8,-58,-46,-36,14
06/10/2020,Jakarta,1107,31,-40,-13,-61,-47,-37,15
07/10/2020,Jakarta,1211,15,-40,-14,-61,-48,-36,15
08/10/2020,Jakarta,1182,17,-41,-16,-40,-41,-37,17
09/10/2020,Jakarta,943,21,-40,-15,-57,-50,-36,19
10/10/2020,Jakarta,1259,16,-44,-17,-63,-43,-21,12
11/10/2020,Jakarta,1389,18,-45,-16,-66,-43,-15,11
12/10/2020,Jakarta,1211,25,-36,-14,-56,-46,-33,16
13/10/2020,Jakarta,1054,19,-41,-18,-55,-48,-37,18
14/10/2020,Jakarta,1038,17,-36,-16,-58,-46,-33,16
15/10/2020,Jakarta,1071,20,-35,-13,-56,-44,-33,16
16/10/2020,Jakarta,1045,24,-38,-19,-55,-45,-33,18
17/10/2020,Jakarta,974,21,-34,-7,-54,-35,-18,10
18/10/2020,Jakarta,971,17,-38,-15,-58,-35,-15,10
19/10/2020,Jakarta,926,14,-36,-16,-60,-42,-33,16
20/10/2020,Jakarta,964,22,-37,-17,-54,-42,-34,16
21/10/2020,Jakarta,1000,21,-38,-21,-61,-44,-33,16
22/10/2020,Jakarta,989,16,-33,-10,-49,-41,-33,14
23/10/2020,Jakarta,952,21,-29,-6,-46,-40,-31,14
24/10/2020,Jakarta,1062,20,-32,-6,-49,-31,-17,9
25/10/2020,Jakarta,771,18,-36,-12,-55,-33,-14,8
26/10/2020,Jakarta,906,13,-36,-16,-58,-41,-32,14
27/10/2020,Jakarta,781,11,-32,-8,-57,-36,-33,13
28/10/2020,Jakarta,844,16,-28,-4,-45,-40,-45,13
29/10/2020,Jakarta,713,14,-32,-13,-38,-50,-65,17
30/10/2020,Jakarta,612,14,-33,-13,-44,-50,-49,17
31/10/2020,Jakarta,750,19,-40,-20,-54,-39,-23,9
01/11/2020,Jakarta,608,19,-38,-15,-55,-31,-16,6
02/11/2020,Jakarta,1024,18,-30,-7,-52,-37,-31,12
03/11/2020,Jakarta,617,10,-31,-9,-56,-39,-32,13
04/11/2020,Jakarta,768,15,-31,-12,-56,-40,-32,13
05/11/2020,Jakarta,797,15,-33,-14,-57,-42,-33,14
06/11/2020,Jakarta,672,18,-28,-9,-49,-40,-31,14
07/11/2020,Jakarta,1118,11,-29,-8,-47,-31,-18,8
08/11/2020,Jakarta,826,8,-33,-13,-51,-32,-14,7
09/11/2020,Jakarta,716,12,-30,-11,-54,-40,-31,13
10/11/2020,Jakarta,1013,13,-32,-12,-53,-39,-33,13
11/11/2020,Jakarta,587,12,-29,-11,-53,-40,-31,13
12/11/2020,Jakarta,831,10,-30,-12,-52,-40,-32,13
13/11/2020,Jakarta,1033,16,-26,-9,-44,-38,-30,13
14/11/2020,Jakarta,1255,12,-28,-8,-45,-30,-17,7
15/11/2020,Jakarta,1165,5,-31,-12,-46,-30,-13,7
16/11/2020,Jakarta,1006,7,-31,-12,-53,-40,-31,13
17/11/2020,Jakarta,1037,4,-32,-13,-54,-40,-32,13
18/11/2020,Jakarta,1148,8,-32,-14,-54,-41,-31,13
19/11/2020,Jakarta,1185,14,-30,-12,-51,-41,-31,13
20/11/2020,Jakarta,1240,15,-27,-9,-44,-40,-30,14
21/11/2020,Jakarta,1579,15,-29,-9,-48,-32,-17,8
22/11/2020,Jakarta,1342,16,-33,-14,-51,-32,-14,8
23/11/2020,Jakarta,1009,17,-32,-15,-55,-42,-31,13
24/11/2020,Jakarta,1015,19,-35,-18,-57,-41,-32,14
25/11/2020,Jakarta,1273,17,-28,-9,-52,-39,-31,12
26/11/2020,Jakarta,1064,14,-25,-5,-46,-37,-31,11
27/11/2020,Jakarta,1436,15,-25,-8,-43,-38,-30,13
28/11/2020,Jakarta,1370,15,-23,1,-41,-27,-17,6
29/11/2020,Jakarta,1431,19,-29,-9,-49,-29,-13,6
30/11/2020,Jakarta,1099,19,-24,0,-48,-37,-30,11
01/12/2020,Jakarta,1058,23,-24,1,-47,-36,-31,11
02/12/2020,Jakarta,1166,23,-24,-3,-47,-38,-30,12
03/12/2020,Jakarta,1153,26,-26,-6,-48,-40,-32,12
04/12/2020,Jakarta,1032,23,-23,-2,-43,-37,-30,12
05/12/2020,Jakarta,1360,23,-25,-2,-44,-27,-18,6
06/12/2020,Jakarta,1331,23,-33,-13,-59,-33,-16,8
07/12/2020,Jakarta,1466,24,-28,-9,-54,-40,-33,12
08/12/2020,Jakarta,1194,21,-26,-6,-51,-37,-31,11
09/12/2020,Jakarta,1217,18,-26,-9,-44,-49,-59,19
10/12/2020,Jakarta,1180,18,-27,-7,-49,-36,-29,12
11/12/2020,Jakarta,1232,18,-24,-4,-43,-37,-29,13
12/12/2020,Jakarta,951,17,-26,-3,-46,-28,-15,8
13/12/2020,Jakarta,1298,16,-30,-9,-50,-27,-10,8
14/12/2020,Jakarta,1506,17,-27,-7,-50,-37,-30,13
15/12/2020,Jakarta,1117,22,-27,-6,-49,-36,-31,13
16/12/2020,Jakarta,1221,22,-26,-6,-48,-36,-30,12
17/12/2020,Jakarta,1690,20,-26,-6,-46,-35,-30,12
18/12/2020,Jakarta,1587,19,-23,-3,-37,-34,-29,13
19/12/2020,Jakarta,1899,20,-27,-4,-45,-27,-14,8
20/12/2020,Jakarta,1592,19,-31,-11,-54,-27,-11,8
21/12/2020,Jakarta,1466,15,-25,-5,-46,-35,-31,12
22/12/2020,Jakarta,1311,14,-25,-5,-46,-35,-32,12
23/12/2020,Jakarta,1954,15,-23,-2,-46,-33,-32,11
24/12/2020,Jakarta,1933,16,-27,-7,-43,-42,-51,15
25/12/2020,Jakarta,2096,21,-34,-17,-42,-53,-66,22
26/12/2020,Jakarta,2058,14,-36,-15,-49,-38,-26,10
27/12/2020,Jakarta,1997,22,-36,-17,-53,-33,-11,8
28/12/2020,Jakarta,1678,21,-28,-6,-48,-40,-36,13
29/12/2020,Jakarta,2056,18,-29,-8,-49,-40,-38,14
30/12/2020,Jakarta,2053,21,-28,-4,-50,-38,-38,13
31/12/2020,Jakarta,2022,21,-32,-2,-47,-44,-55,15
01/01/2021,Jakarta,1956,20,-46,-27,-51,-61,-73,22
02/01/2021,Jakarta,1894,26,-39,-15,-50,-41,-33,11
03/01/2021,Jakarta,1658,10,-40,-19,-58,-34,-15,9
04/01/2021,Jakarta,1832,21,-29,-5,-50,-39,-32,13
05/01/2021,Jakarta,1824,19,-32,-9,-53,-39,-33,14
06/01/2021,Jakarta,2402,16,-30,-11,-52,-40,-32,14
07/01/2021,Jakarta,2398,21,-31,-10,-51,-41,-33,15
08/01/2021,Jakarta,2959,24,-28,-9,-44,-41,-31,15
09/01/2021,Jakarta,2753,27,-38,-18,-58,-39,-20,11
10/01/2021,Jakarta,2711,31,-32,-9,-55,-34,-12,9
11/01/2021,Jakarta,2461,31,-32,-12,-50,-43,-34,15
12/01/2021,Jakarta,2669,34,-36,-17,-54,-44,-36,15
13/01/2021,Jakarta,3476,45,-36,-18,-53,-45,-36,14
14/01/2021,Jakarta,3165,43,-38,-23,-53,-48,-40,12
15/01/2021,Jakarta,2541,35,-36,-22,-48,-49,-40,13
16/01/2021,Jakarta,3536,32,-39,-21,-53,-44,-28,8
17/01/2021,Jakarta,3395,33,-41,-24,-57,-43,-23,8
18/01/2021,Jakarta,2361,36,-39,-24,-55,-48,-41,14
19/01/2021,Jakarta,2563,40,-39,-23,-56,-49,-41,14
20/01/2021,Jakarta,3786,33,-38,-23,-55,-49,-40,14
21/01/2021,Jakarta,3151,30,-39,-24,-54,-49,-40,14
22/01/2021,Jakarta,3792,41,-35,-20,-47,-48,-37,15
23/01/2021,Jakarta,3285,31,-37,-17,-52,-41,-23,9
24/01/2021,Jakarta,3512,39,-48,-33,-71,-50,-26,13
25/01/2021,Jakarta,2451,43,-34,-16,-52,-45,-37,14
26/01/2021,Jakarta,2314,46,-36,-18,-55,-45,-38,14
27/01/2021,Jakarta,1836,34,-35,-18,-54,-46,-37,14
28/01/2021,Jakarta,2889,40,-34,-15,-50,-45,-37,13
29/01/2021,Jakarta,3448,44,-33,-14,-46,-45,-36,14
30/01/2021,Jakarta,3491,30,-36,-12,-56,-39,-23,8
31/01/2021,Jakarta,3474,42,-33,-8,-60,-35,-16,7
01/02/2021,Jakarta,3614,45,-33,-12,-54,-43,-36,12
02/02/2021,Jakarta,3362,44,-32,-7,-52,-42,-37,12
03/02/2021,Jakarta,3567,44,-34,-15,-57,-45,-37,13
04/02/2021,Jakarta,3632,40,-35,-17,-55,-45,-37,12
05/02/2021,Jakarta,3340,45,-28,-6,-46,-42,-35,12
06/02/2021,Jakarta,2379,44,-31,-6,-52,-35,-23,7
07/02/2021,Jakarta,4213,44,-39,-20,-66,-41,-21,8
08/02/2021,Jakarta,3144,43,-33,-14,-55,-43,-37,12
09/02/2021,Jakarta,3437,50,-31,-9,-55,-42,-37,11
10/02/2021,Jakarta,3309,43,-29,-8,-52,-41,-36,11
11/02/2021,Jakarta,2514,51,-27,-6,-47,-37,-37,9
12/02/2021,Jakarta,3810,50,-34,-17,-41,-55,-67,20
13/02/2021,Jakarta,3018,53,-35,-15,-48,-41,-30,8
14/02/2021,Jakarta,2496,43,-37,-18,-57,-38,-19,7
15/02/2021,Jakarta,1879,55,-32,-12,-51,-41,-35,11
16/02/2021,Jakarta,1861,49,-39,-21,-58,-44,-39,13
17/02/2021,Jakarta,1445,47,-32,-12,-51,-42,-34,11
18/02/2021,Jakarta,373,32,-39,-23,-57,-45,-36,13
19/02/2021,Jakarta,1920,6,-30,-10,-46,-43,-34,13
20/02/2021,Jakarta,2872,40,-38,-14,-55,-40,-25,9
21/02/2021,Jakarta,2720,55,-35,-12,-57,-38,-17,7
22/02/2021,Jakarta,2466,40,-31,-12,-50,-43,-34,11
23/02/2021,Jakarta,782,45,-34,-15,-54,-43,-35,11
24/02/2021,Jakarta,782,51,-34,-18,-53,-44,-34,12
25/02/2021,Jakarta,1581,40,-29,-7,-49,-41,-33,10
26/02/2021,Jakarta,1661,43,-24,-2,-41,-39,-32,11
27/02/2021,Jakarta,1737,44,-24,4,-42,-30,-19,5
28/02/2021,Jakarta,2098,42,-28,-3,-49,-31,-13,5
01/03/2021,Jakarta,2058,45,-29,-5,-51,-40,-33,10
02/03/2021,Jakarta,578,43,-29,-5,-52,-40,-34,10
03/03/2021,Jakarta,1436,41,-27,-5,-49,-39,-33,10
